,Source,ObjectID,Title,Year,Medium,Artist,ArtistOrder,ConstituentID,Nationality,Gender,BeginDate,EndDate,Wiki QID,ULAN,MaterialOrder
453,Finna,heinolanmuseo.hkm-341482,Platter; Fl,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
454,Finna,heinolanmuseo.hkm-94955,Plate; Guild,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
455,Finna,heinolanmuseo.hkm-94956,Plate; Guild,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
456,Finna,heinolanmuseo.hkm-94957,Dinner plate; Guild,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
457,Finna,heinolanmuseo.hkm-94958,Soup plate; Guild,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
458,Finna,heinolanmuseo.hkm-96250,Cream bottle; Mk,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
459,Finna,heinolanmuseo.hkm-97898,Plate; Theme,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
460,Finna,heinolanmuseo.hkm-97900,Dinner plate; Theme,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
461,Finna,hkm.6556175F-2F5A-47C6-A10E-140B908C5E50,Bowl; Serving bowl; Guild; Bah,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
462,Finna,museovirasto.00CF7243293286BE0F367C55FBC7AB01,Jug; Jug,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
463,Finna,museovirasto.20B4FF4F212290ACB3BA74D03004B931,Cheese grater,1954.0,Metal,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,5
464,Finna,museovirasto.20D571500C0FFEAC059FAE419A391E6A,Jug; Jug,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
465,Finna,museovirasto.79B838C7F8A139CD60D24A8E3631AABD,Jug; Jug,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
466,Finna,museovirasto.A908B3AEC5F0E873B0A2671A7F1639F6,Jug; Jug,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
467,Finna,museovirasto.BBA03A60BEF46598B947E487D8A9DD69,Cheese grater,1954.0,Metal,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,5
468,Finna,museovirasto.C377EA09635A4CD49661D17CA7AEEE0C,Jug; Jug,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
469,Finna,museovirasto.C8EB155D83565141FFD913330E64FA1F,Jug; Jug,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
470,Finna,museovirasto.F12AA501A1EDC1A8F79089A60CCEACC6,Jug; Jug,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
471,Finna,postimuseo.FFCFF3F0-85B0-4830-BAD8-EE9F1A63CCF7,Stamp; Stamp sheet; Kaj franck 100 years old,1954.0,Other,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,6
472,Finna,tmk.161000009794200,Vase (?); Jar,1954.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
473,Finna,tmk.161001120411000,Decorative plate; Plate,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
474,Finna,tmk.161021153440300,Bowl,1954.0,Ceramics,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,2
475,Finna,tmk.161021154001900,Bowl,1954.0,Glass,Kaj Franck,8,1968,Finnish,male,1911,1989,Q909809,500103402.0,1
476,Finna,satakunnanmuseo.5591065E-9735-4166-8876-9F2534DA10F3,Drawing,1870.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
477,Finna,satakunnanmuseo.96F522EE-430F-4D0F-8C67-5C7DEB0EAE81,Half of a cigarette case; Cigarette case cover,1870.0,Paper,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,3
479,Finna,satakunnanmuseo.B03BE729-1449-44B3-B8F6-1F511298FD74,Spatula; From the tree,1892.0,Wood,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,4
480,Finna,museovirasto.F3C7149144C995AB559465B95FD46D0D,Oil painting; The ruins of the helsingin keeper's church,1893.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
481,Finna,hkm.8E0B055F-62B7-4A1D-849B-E2D608BA9DF9,Prediction machine; Emanulector; Psychographer,1894.0,Wood,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,4
482,Finna,museovirasto.A0AB60F106EC4F049A40CDC291FBACE1,Gouache; Jean sibelius as the composer of the 'fairy tale',1894.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
483,Finna,museovirasto.89CFCD649E28A0DB5FBCA060819D864C,Board; Kalma flower; Graphics magazine,1895.0,Wood,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,4
484,Finna,satakunnanmuseo.09323CF4-35E9-46C8-AD76-4D8423AC02F9,Decorative object; Golden maiden's head,1895.0,Ceramics,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,2
487,Finna,hkm.F15F9932-98FA-4C38-95D2-BAB333793C2F,Chair,1900.0,Wood,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,4
488,Finna,hkm.F67A6E6D-6AA5-411F-9D48-09898DF9ECCD,Box; Fazers caramel; Candy box; Product packaging,1900.0,Ceramics,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,2
489,Finna,hkm.F81C3B7D-5618-4C0C-9A9C-D768518C6B94,Box; Candy box; Fazers caramel; Product packaging,1900.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
490,Finna,satakunnanmuseo.F58BD609-DD5C-435D-B1F5-DDEFA8FD9F21,Scoop; Decorative scoop,1900.0,Wood,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,4
491,Finna,tmk.163042379466400,Gallen kallela mourning badge; Coat of arms; Finland's symbol of mourning,1900.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
492,Finna,museovirasto.2B44E0C783DFFA3ACC7BC32A9AC544B3,Oil painting; Twilight (summer landscape),1904.0,Wood,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,4
493,Finna,hkm.71D3B6A6-3BAC-429F-994F-7EAF3E4EA97B,Box; Can; Candy box,1908.0,Ceramics,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,2
494,Finna,hkm.9DAEC080-1FD1-4C73-AAE2-FCF1D54E59D9,"Make; For the benefit of lung patients; Stamp, letter sealer",1908.0,Paper,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,3
495,Finna,werstas.we-1606954,"Stamp booklet; Stamps in favor of lung patients, collector's stamp",1908.0,Paper,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,3
496,Finna,hkm.86FF4C69-9D00-4EB3-B1A0-37361F034109,"Make; Carnival club; Badge, lapel pin",1911.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
499,Finna,urheilumuseo.167079250853100,Ivar wilskman's badge of merit; Svul honorary chairman badge; Medal,1916.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
501,Finna,hkm.2ca0a6f1-4a20-448e-ab24-8cbdbbd43712,Medal; Medal of merit; War of independence commemorative medal; With strings,1918.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
502,Finna,hkm.528C317C-C895-423C-A369-78078518CA14,Medal; Commemorative medal; War of independence commemorative medal; With tapes,1918.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
506,Finna,lappeenrannanmuseot.10e1df6e-964a-4b05-a4bf-559a18fbecf6,"1918 war of independence commemorative medal, 2 pieces",1918.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
507,Finna,lappeenrannanmuseot.FF214294-5292-4A98-873C-BD0B47678D4C,War of independence commemorative medal; Iron front,1918.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
508,Finna,museovirasto.0cd09098-cc35-45f7-b620-5701f6abb5e9,25 marks; Monetary; Note,1918.0,Paper,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,3
509,Finna,museovirasto.2CD2E5F71703A6052C8C8106F201499F,Order of the cross of liberty iv class knight's badge without swords for civic merit; Badge; Cross of liberty,1918.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
510,Finna,museovirasto.2E15CAF286E4D64E6214BCDEF428DC0B,First medal of the order of the cross of liberty (first class freedom medal); Badge,1918.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
512,Finna,museovirasto.35394b17-4ffb-4494-8c9e-bf281504bf5f,500 marks; Monetary; Note,1918.0,Paper,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,3
513,Finna,museovirasto.370657a4-48db-4c0d-8c4c-cf91c4641178,25 marks; Monetary; Note,1918.0,Paper,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,3
514,Finna,museovirasto.48fb353d-e740-4de6-be31-b8e5db8f0ab3,25 marks; Monetary; Note,1918.0,Paper,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,3
515,Finna,museovirasto.4916A82E66A84A16799D45C8D1363635,Knight's badge of the order of the cross of freedom ii class without swords for civic merit (ii lk freedom cross ka); Badge,1918.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
516,Finna,museovirasto.4D31E3B62273B0DBB2A92ECCBF053899,War of independence commemorative medal; Commemorative medal; Medal; Medal of merit,1918.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
517,Finna,museovirasto.63f57a72-adec-4372-8290-f6e22077732e,25 marks; Monetary; Note,1918.0,Paper,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,3
518,Finna,museovirasto.70390E5CE94B0DA4367999818BA97B32,Knight's badge of the 4th class of the order of the freedom cross with swords (iv kj vapaudenristi m); Badge; Cross of liberty,1918.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
520,Finna,museovirasto.83DD979A3F0199A79260662273040CA5,Knight's badge of the 3rd class of the order of the cross of liberty with the emblem of the red cross; Badge,1918.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
521,Finna,museovirasto.8ba9ad28-3208-4f10-bbf1-478ca8f48882,100 marks; Monetary; Note,1918.0,Paper,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,3
522,Finna,museovirasto.AB45C8B422E9ABDACBFB23261AE728BF,Medal; 4th class liberty cross,1918.0,Paper,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,3
523,Finna,museovirasto.B07402560A05D18C3B6EDB328D091150,Commemorative medal; Commemorative medal of the war of independence,1918.0,Paper,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,3
524,Finna,museovirasto.C5220279B4FB68E23E1572F9D8439912,Knight's badge of the first class of the order of the cross of liberty in a box; Badge,1918.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
525,Finna,museovirasto.EE3AA63EB63BC88E6E6CC63A01224F73,Knight's badge of the order of the cross of liberty iv lk with emblem of the red cross; Badge,1918.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
526,Finna,museovirasto.F9745B07F9B374C9C12EC0FAB8C17B2B,War of independence commemorative medal; Medal of merit; Medal; Commemorative medal,1918.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
527,Finna,museovirasto.a3178367-3fc9-4b8e-babf-a5bb5cf59b59,25 marks; Monetary; Note,1918.0,Paper,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,3
528,Finna,museovirasto.c064e3b8-0cf1-433c-8d23-e8ffe91ded03,25 marks; Monetary; Note,1918.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
532,Finna,hkm.5B35B869-4F9F-4F83-B434-203792B6458D,Medal; Personal medal; Carolvs gvstavvs emilivs mannerheim,1919.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
533,Finna,hkm.7F54C624-27D8-4255-B1BD-FD57615A73DA,Knife; Nco knife; Knife blade; M/1922; And sheath,1919.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
534,Finna,hkm.C2E26686-EBBC-457F-A9FE-6B3F4D9FC65F,Make; Badge; 1st commander's badge of the finnish order of the white rose,1919.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
535,Finna,museovirasto.37D8922F162F80C2FC1858733B6BF4C8,Make; Adjuster's mark; Badge of the kalevala club; Membership badge; Donor badge,1919.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
536,Finna,museovirasto.47C0D59743D812CCAF36979EB4E69ED1,Carl gustaf mannerheim; Medal; Personal medal; Commemorative medals; Portrait,1919.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
537,Finna,museovirasto.6CDD1101E3EEFC51C41781164491951D,Regulator's mark; Badge of the kalevala club; Make; Membership badge; Donor badge,1919.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
538,Finna,museovirasto.C5D6618A1D2FD50AEEC1C2D6EC205702,Carl gustaf mannerheim; Medal; Personal medal; Commemorative medal; Portrait,1919.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
539,Finna,museovirasto.D05723FB52C059BA413D6A891F899BAC,Personal medal; Carl gustaf mannerheim; Medal; Commemorative medal; Portrait,1919.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
540,Finna,museovirasto.E0B06776B591FFFE4F22082CF5575CAE,Personal medal; Carl gustaf mannerheim; Medal; Portrait; Commemorative medal,1919.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
541,Finna,tmk.160994947875700,Finland's white rose 1st class medal; Medal of merit; Medal,1919.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
542,Finna,tmk.161025415221700,Administrator gustav mannerheim 1919.; Table medal,1919.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
543,Finna,tmk.161025416141500,Administrator gustav mannerheim 1919.; Table medal,1919.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
544,Finna,tmk.161043280385300,Medal; Medal of the 1st class of the finnish white rose,1919.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
545,Finna,tmk.161043281350100,Medal; Finnish white rose medal,1919.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
546,Finna,tmk.161043282314400,Medal; Finnish white rose medal,1919.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
547,Finna,tmk.161043282862100,Medal; Finnish white rose medal,1919.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
548,Finna,tmk.161043283369600,Medal; Finnish white rose medal,1919.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
549,Finna,tmk.161043283897600,Medal; Finnish white rose medal,1919.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
550,Finna,tmk.161043284916400,Medal; Finnish white rose medal,1919.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
551,Finna,tmk.161043285422000,Medal; Finnish white rose medal,1919.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
552,Finna,hkm.1FE6F11E-9855-416A-9800-1620B8DD6080,Make; Badge; New finland,1920.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
553,Finna,hkm.342CA8B7-BF1C-46F6-BCF6-C9CFD29AB4D0,Make; Medal; Finnish white rose cross of merit; With strings,1920.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
554,Finna,hkm.AC949686-C365-4004-B9CF-D606EFC7DC0D,Make; New finland; Badge,1920.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
555,Finna,hkm.0BC62493-57BA-4137-ADED-862E79B7F569,"Make; For the benefit of lung patients; Stamp, letter sealer",1921.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
556,Finna,hkm.7EB7B56E-9AFA-4F1E-B7B3-D33C4BF11038,Make; Miniature badge of honor; 1st rank of the finnish order of the white rose; Order of the three stars; In the badge chain,1924.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
557,Finna,hkm.CA56DDF3-8FAB-4058-912C-7992CC8F6E57,"Make; Miniature badge of honor; Cross of liberty ii. class with swords; Finnish order of the white rose, first class; War of independence commemorative medal; Commemorative medal for the conquest of tampere; Iron cross ii lk.; Friedrich-august cross; In the badge chain",1925.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
558,Finna,kymenlaaksonmuseot.YLEE98004:3,Badge; Finnish white rose 1st class medal,1926.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
559,Finna,hkm.15932A76-D204-476F-8FEF-D01FD9DF2140,Make; Miniature badge of honor with cords; Cross of liberty iv. class; Knight's cross of the finnish lion i. lk; Finnish white rose cross of merit; War of independence commemorative medal; Commemorative medal of the occupation of helsinki in 1918; In the medal row,1930.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
560,Finna,lappeenrannanmuseot.441F9D81-A04A-4068-9A48-796309A76169,"Print, kullervo's departure for war; Print of gallen-kallela's painting",1930.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
561,Finna,museovirasto.1A7196874C76421F40641CF84B48A28C,Relief; Axis gallen-kallela; Medal; Plaque; Portrait,1931.0,Ceramics,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,2
562,Finna,hkm.2343A468-9DAC-4D52-AB9A-0BB4318B0F45,Make; Badge; Badge; Revolutionary war hq badge,1932.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
564,Finna,hkm.7885EB3A-7CCB-49E0-A97E-766425E9F5FC,Make; Badge; The breast star of the 1st commander's badge of the finnish order of the white rose,1935.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
565,Finna,museovirasto.EBC0F55DC578A451C9E4E20E40D502ED,Gallen-kallela memorial exhibition 1935; Carnival exhibition; Medal; Exhibition medal; Event medal; Plaque; Commemorative medal; Kalevala's 100th anniversary,1935.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
566,Finna,museovirasto.31926A3858D4FF6E7554AAFE095111F5,Medal; Gave the impi his fringes; Relief; Plaque; Art medal,1938.0,Wood,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,4
568,Finna,museovirasto.0449407DC9194CE3782B68029A9A5AA4,Knight's badge of the iv class of the order of the cross of liberty with swords (mourning cross) with a black ribbon; Badge; Sad cross,1939.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
569,Finna,museovirasto.96DA19457322797C825E6C6AF5AC29A0,Medal of the first class of the order of the cross of liberty (first medal of freedom); Badge,1939.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
570,Finna,hkm.C4AFC9A3-4F2E-4E10-9AF8-E27DADB8BDB5,Medal; Medal of merit; Commemorative medal; Cross of merit of the order of the finnish lion; Winter war commemorative medal; Finnish white rose 1st class medal of merit; Home troops commemorative cross 1939-1945; With strings in the medal row,1940.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
571,Finna,urheilumuseo.167079112049000,Medal; Svul's silver merit badge,1940.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
572,Finna,urheilumuseo.167080376735300,Medal; Svul's silver merit badge,1940.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
573,Finna,hkm.046C4E29-52B8-4FAD-86B3-123892499C33,Make; Medal; Cross of liberty iv. class,1941.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
574,Finna,hkm.390C9A0A-352E-432A-9AFE-7C9AB15FB3A0,Medal; Medal of merit; Cross of liberty ii. class merit medal,1941.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
575,Finna,hkm.CAE01012-86FA-4E00-BF88-DB32336A5879,Medal; Medal of merit; Commemorative medal; Medal of freedom 1st class; Winter war commemorative medal; With strings in the medal row,1941.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
577,Finna,lusto.knp-17882,"Medal; Bravery medal, vapaudenkristi 2nd lk medal of merit 1941",1941.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
578,Finna,museovirasto.0145463C576B63A9E4A24B246CE477A1,Continentalheim cross of the first class of the order of the cross of liberty; Badge,1941.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
579,Finna,museovirasto.28A21ECF6C78D7F4396B07E21C6D7D3A,"Medal of the order of the cross of liberty, 1st class, with black ribbon; Mourning medal; Medal of merit",1941.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
580,Finna,museovirasto.6CF63D2A96F01E78441FA5A5AF3FE710,Knight's badge of the order of the cross of liberty iv class without swords with the sign of the red cross; Badge,1941.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
581,Finna,museovirasto.6D4FD2EEF76F2CA930C249B9722879E8,Knight's badge of the order of the cross of liberty ii class with swords; Badge,1941.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
582,Finna,museovirasto.875616EDBF7DE0B1E40C682CABB9213E,Knight's badge of the 3rd class of the order of the cross of liberty with swords and oak leaf; Badge,1941.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
583,Finna,museovirasto.89071154FAA9F567313FB7DF426275E3,Medal of the order of the cross of liberty ii class (liberty medal ii class); Medal of merit,1941.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
584,Finna,museovirasto.AB4276C876894ED30E81A82016169DB3,Swords of the first class of the order of the cross of liberty with an oak leaf; Badge,1941.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
585,Finna,museovirasto.F585D1A724A46939F176C096B13846B7,Knight's badge of the order of the cross of liberty iv class with swords; Badge; Cross of liberty,1941.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
588,Finna,tmk.161048306599800,2nd lk freedom medal (vm 2) 1941,1941.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
589,Finna,tmk.161048318553300,Medal of merit of the freedom cross 2nd class (vr am 2) 1941,1941.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
590,Finna,kymenlaaksonmuseot.YLEE98004:2,Badge; Finnish white rose 1st class medal with gold cross,1942.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
591,Finna,kymenlaaksonmuseot.YLEE98004:4,Badge; 2nd class medal of freedom,1942.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
593,Finna,museovirasto.347CD0505D3D5ED5DC74D40F1E1C886E,Grand cross of the order of the freedom cross with swords (j. k. flagstone); Badge,1950.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
594,Finna,urheilumuseo.167079338650000,Sign of svul; Medal; Union badge; Make,1950.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
595,Finna,hkm.05783FAC-525F-4434-998B-AD23AF511034,Make; Badge; Medal; New finland,1955.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
596,Finna,hkm.096628CF-4AAE-4007-9EA3-8A8BD386E630,Make; Medal; Carnival club,1960.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
597,Finna,urheilumuseo.167080376983500,Svul's honorary membership badge; Medal,1965.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
599,Finna,casahaartman.df2dbcf0-0f17-47f1-b417-99b8020c5a33,Medalj till minne av kalevalas 100-års jubileum och akseli gallen-kallelas minnesutställning 1935,1919.0,Other,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,6
600,Finna,hkm.4826B735-00B8-442C-827C-664EB177A39A,Medal; Medal of merit; Medal of the first class of the order of the white rose of finland with a gold cross,1919.0,Metal,Akseli Gallen-Kallela,9,2059,Finnish,male,1865,1931,Q170068,500015305.0,5
